width 2
refl_coef 

320 4.8
330 1.95
340 0.859
350 0.33
360 0.133
370 0.06
380 0.031
390 0.016
400 0.009
410 0.004
420 0.003
430 0.002
440 0.001
450 0
500 0
600 0
700 0
800 0
900 0
1000    0
1200    0
1400    0
1600    0
1800    0
2000    0
2100    0.001
2200    0.002
2300    0.003
2400    0.005
2500    0.007
2600    0.011
2700    0.024
2800    0.055
2900    0.11
3000    0.16


